,method,n_clusters,adjusted_rand_score,completeness_score,davies_bouldin_score,fowlkes_mallows_score,homogeneity_score,mutual_info_score,name,silhouette_score,v_measure_score
0,kmeans++,2,0.8337222510377794,0.7339252393677445,0.7628477502434057,0.9253960802491225,0.7252205760854536,0.4671538133267314,KMeans++_0,0.5951303507041653,0.7295469435076514
1,kmeans++,3,0.7639315785356626,0.5592384566112167,1.5491484698419722,0.8874653687740447,0.7629448622651492,0.4914540672425789,KMeans++_1,0.5246913281112631,0.6453993196877051
2,kmeans++,4,0.7476462723089048,0.49853535470617555,1.5852859664729668,0.8772718898471302,0.7960084969822868,0.5127521433726374,KMeans++_2,0.5272325006897902,0.6130937594344157
3,kmeans++,5,0.7346188059879757,0.46362310717390015,1.5912633709783428,0.8701598037065759,0.7997593650174262,0.5151682804262202,KMeans++_3,0.5239332211403046,0.5869749342931404
4,kmeans++,6,0.7463617102235649,0.45479884975352874,1.6760258216357098,0.87550658286731,0.8327929079243127,0.536446972793087,KMeans++_4,0.5023846625003346,0.5883126454458693
5,kmeans++,7,0.7228072401827745,0.41791998981136913,1.615580472791062,0.861942353784097,0.8563947139597143,0.5516501731081543,KMeans++_5,0.45066861639685807,0.5617206943832734
